Continent,Code,Year,Population,AP,Gender,Subject
Asia,IDN,2018,267066848.0,373.73453,M,Math
Asia,IDN,2022,275501344.0,362.25262,M,Math
Europe,IRL,2006,4234809.0,507.2716,M,Math
Europe,IRL,2009,4499797.0,490.8591,M,Math
Europe,IRL,2012,4564550.0,509.03482,M,Math
Europe,IRL,2015,4665764.0,511.57965,M,Math
Europe,IRL,2018,4834506.0,502.62357,M,Math
Europe,IRL,2022,5023108.0,497.84567,M,Math
Oceania,ISR,2006,6832082.0,447.91934,M,Math
Oceania,ISR,2009,7199704.0,451.05957,M,Math
Oceania,ISR,2012,7592099.0,472.39777,M,Math
Oceania,ISR,2015,8007777.0,473.99023,M,Math
Oceania,ISR,2018,8456487.0,458.19363,M,Math
Oceania,ISR,2022,9038313.0,463.43143,M,Math
Europe,ITA,2006,58429904.0,470.0668,M,Math
Europe,ITA,2009,59562844.0,490.00452,M,Math
Europe,ITA,2012,60190152.0,494.19943,M,Math
Europe,ITA,2015,60232908.0,499.76212,M,Math
Europe,ITA,2018,59877432.0,494.09067,M,Math
Europe,ITA,2022,59037472.0,481.97507,M,Math
Asia,JPN,2006,127902168.0,532.9437,M,Math
Asia,JPN,2009,128117040.0,533.55444,M,Math
Asia,JPN,2012,127853688.0,544.88446,M,Math
Asia,JPN,2015,127250936.0,539.2673,M,Math
Asia,JPN,2018,126255872.0,532.1561,M,Math
Asia,JPN,2022,123951696.0,540.06067,M,Math
Asia,JOR,2006,6075550.0,380.53098,M,Math
Asia,JOR,2009,6780508.0,386.41992,M,Math
Asia,JOR,2012,7211866.0,375.09937,M,Math
Asia,JOR,2015,9494250.0,373.0013,M,Math
Asia,JOR,2018,10459864.0,396.63126,M,Math
Asia,JOR,2022,11285875.0,353.47638,M,Math
Asia,KAZ,2009,16402365.0,404.61914,M,Math
Asia,KAZ,2012,17102868.0,432.0412,M,Math
Asia,KAZ,2015,17835908.0,459.10376,M,Math
Asia,KAZ,2018,18538100.0,423.77393,M,Math
Asia,KAZ,2022,19397998.0,425.33615,M,Math
Europe,LVA,2006,2203917.0,488.84482,M,Math
Europe,LVA,2009,2126268.0,482.89108,M,Math
Europe,LVA,2012,2053635.0,488.65546,M,Math
Europe,LVA,2015,1991951.0,481.35577,M,Math
Europe,LVA,2018,1935632.0,499.563,M,Math
Europe,LVA,2022,1850654.0,487.9616,M,Math
Europe,LTU,2006,3322937.0,487.47113,M,Math
Europe,LTU,2009,3180482.0,473.53854,M,Math
Europe,LTU,2012,3063340.0,478.90942,M,Math
Europe,LTU,2015,2963764.0,477.76773,M,Math
Europe,LTU,2018,2876128.0,479.9827,M,Math
Europe,LTU,2022,2750058.0,477.7459,M,Math
Europe,LUX,2006,472402.0,498.18982,M,Math
Europe,LUX,2009,497876.0,498.63513,M,Math
Europe,LUX,2012,530596.0,502.19266,M,Math
Europe,LUX,2015,569415.0,491.48306,M,Math
Europe,LUX,2018,607920.0,487.11444,M,Math
Asia,MAC,2006,501870.0,530.3161,M,Math
Asia,MAC,2009,543026.0,530.8272,M,Math
Asia,MAC,2012,582776.0,539.52203,M,Math
Asia,MAC,2015,615243.0,539.7238,M,Math
Asia,MAC,2018,650996.0,559.5229,M,Math
Asia,MAC,2022,695180.0,559.46155,M,Math
North America,MEX,2006,106886792.0,410.32068,M,Math
North America,MEX,2009,111049424.0,425.4121,M,Math
North America,MEX,2012,115755912.0,420.41068,M,Math
North America,MEX,2015,120149896.0,411.6105,M,Math
North America,MEX,2018,124013864.0,414.91782,M,Math
North America,MEX,2022,127504120.0,401.44818,M,Math
Europe,MNE,2006,632551.0,404.93878,M,Math
Europe,MNE,2009,631187.0,408.438,M,Math
Europe,MNE,2012,633053.0,409.69714,M,Math
Europe,MNE,2015,633969.0,418.13257,M,Math
Europe,MNE,2018,631459.0,433.55597,M,Math
Europe,MNE,2022,627082.0,405.4403,M,Math
Europe,NLD,2006,16325679.0,536.9414,M,Math
Europe,NLD,2009,16536200.0,534.4565,M,Math
Europe,NLD,2012,16785296.0,527.96655,M,Math
Europe,NLD,2015,17041110.0,513.49786,M,Math
Europe,NLD,2018,17286042.0,519.9109,M,Math
Europe,NLD,2022,17564020.0,497.85242,M,Math
Oceania,NZL,2006,4179986.0,527.4751,M,Math
Oceania,NZL,2009,4302884.0,523.0965,M,Math
Oceania,NZL,2012,4410285.0,507.11154,M,Math
Oceania,NZL,2015,4590591.0,499.47055,M,Math
Oceania,NZL,2018,4838528.0,498.88803,M,Math
Oceania,NZL,2022,5185289.0,484.1678,M,Math
Europe,NOR,2006,4661081.0,492.82645,M,Math
Europe,NOR,2009,4829195.0,500.3974,M,Math
Europe,NOR,2012,5019058.0,490.39938,M,Math
Europe,NOR,2015,5190357.0,500.61493,M,Math
Europe,NOR,2018,5312321.0,497.4985,M,Math
Europe,NOR,2022,5434324.0,468.12897,M,Math
South America,PER,2009,29009326.0,373.82303,M,Math
South America,PER,2012,29749592.0,377.81726,M,Math
South America,PER,2015,30711864.0,391.2786,M,Math
South America,PER,2018,32203946.0,407.83722,M,Math
South America,PER,2022,34049588.0,398.82236,M,Math
Europe,POL,2006,38547180.0,499.99982,M,Math
Europe,POL,2009,38555288.0,496.55118,M,Math
Europe,POL,2012,38625872.0,519.56384,M,Math
Europe,POL,2015,38553148.0,510.0877,M,Math
Europe,POL,2018,38521464.0,516.348,M,Math
Europe,POL,2022,39857144.0,491.67908,M,Math
Europe,PRT,2006,10543946.0,473.86755,M,Math
Europe,PRT,2009,10591341.0,492.905,M,Math
Europe,PRT,2012,10522085.0,492.70334,M,Math
Europe,PRT,2015,10365436.0,496.56058,M,Math
Europe,PRT,2018,10289833.0,496.93143,M,Math
Europe,PRT,2022,10270857.0,477.16522,M,Math
Asia,QAT,2006,1015064.0,310.932,M,Math
Asia,QAT,2009,1610281.0,365.5201,M,Math
Asia,QAT,2012,1905670.0,368.742,M,Math
Asia,QAT,2015,2414580.0,396.7547,M,Math
Asia,QAT,2018,2766743.0,402.40976,M,Math
Asia,QAT,2022,2695131.0,410.1642,M,Math
Europe,ROU,2006,20909406.0,418.08917,M,Math
Europe,ROU,2009,20466318.0,428.826,M,Math
Europe,ROU,2012,20137112.0,446.51324,M,Math
Europe,ROU,2015,19906078.0,444.2605,M,Math
Europe,ROU,2018,19606778.0,432.4558,M,Math
Europe,ROU,2022,19659270.0,430.28415,M,Math
Europe,RUS,2006,143338672.0,478.56177,M,Math
Europe,RUS,2009,143163648.0,468.91122,M,Math
Europe,RUS,2012,143629360.0,481.39413,M,Math
Europe,RUS,2015,144668384.0,497.0891,M,Math
Europe,RUS,2018,145652288.0,490.15445,M,Math
Asia,SGP,2009,5010707.0,564.58765,M,Math
Asia,SGP,2012,5381003.0,571.8637,M,Math
Asia,SGP,2015,5650020.0,564.129,M,Math
Asia,SGP,2018,5814543.0,571.0415,M,Math
Asia,SGP,2022,5975689.0,580.59344,M,Math
Europe,SVK,2006,5377239.0,499.0765,M,Math
Europe,SVK,2009,5388934.0,497.99457,M,Math
Europe,SVK,2012,5409283.0,486.1335,M,Math
Europe,SVK,2015,5424449.0,478.01477,M,Math
Europe,SVK,2018,5446746.0,488.45905,M,Math
Europe,SVK,2022,5643455.0,464.63968,M,Math
Europe,SVN,2006,2013577.0,506.86356,M,Math
Europe,SVN,2009,2045578.0,502.1206,M,Math
Europe,SVN,2012,2069365.0,502.74786,M,Math
Europe,SVN,2015,2080865.0,511.76373,M,Math
Europe,SVN,2018,2105931.0,509.1904,M,Math
Europe,SVN,2022,2119843.0,483.70145,M,Math
Asia,KOR,2006,48049348.0,552.022,M,Math
Asia,KOR,2009,48588024.0,547.81934,M,Math
Asia,KOR,2012,49634188.0,562.11395,M,Math
Asia,KOR,2015,50994396.0,520.76697,M,Math
Asia,KOR,2018,51676900.0,527.85614,M,Math
Asia,KOR,2022,51815808.0,529.72235,M,Math
Europe,ESP,2006,44422824.0,484.1898,M,Math
Europe,ESP,2009,46367772.0,492.7797,M,Math
Europe,ESP,2012,46756084.0,492.4224,M,Math
Europe,ESP,2015,46431344.0,493.8485,M,Math
Europe,ESP,2018,46792044.0,484.5682,M,Math
Europe,ESP,2022,47558632.0,478.1631,M,Math
Europe,SWE,2006,9104724.0,504.85837,M,Math
Europe,SWE,2009,9301413.0,493.37552,M,Math
Europe,SWE,2012,9555984.0,476.9165,M,Math
Europe,SWE,2015,9849344.0,492.80414,M,Math
Europe,SWE,2018,10162300.0,501.76315,M,Math
Europe,SWE,2022,10549349.0,482.8345,M,Math
Europe,CHE,2006,7475014.0,536.17236,M,Math
Europe,CHE,2009,7734402.0,543.71106,M,Math
Europe,CHE,2012,7995738.0,537.3688,M,Math
Europe,CHE,2015,8281735.0,527.0155,M,Math
Europe,CHE,2018,8514431.0,518.65814,M,Math
Europe,CHE,2022,8740471.0,513.35223,M,Math
Asia,TWN,2006,22874972.0,555.5704,M,Math
Asia,TWN,2009,23044086.0,545.61206,M,Math
Asia,TWN,2012,23234064.0,562.52936,M,Math
Asia,TWN,2015,23512136.0,545.1382,M,Math
Asia,TWN,2018,23726186.0,532.9079,M,Math
Asia,TWN,2022,23893396.0,549.82025,M,Math
Asia,THA,2006,66319528.0,413.27756,M,Math
Asia,THA,2009,67813656.0,420.64798,M,Math
Asia,THA,2012,69157024.0,419.13367,M,Math
Asia,THA,2015,70294408.0,413.8092,M,Math
Asia,THA,2018,71127808.0,410.06018,M,Math
Asia,THA,2022,71697024.0,390.83435,M,Math
Asia,TUR,2006,69601328.0,426.5966,M,Math
Asia,TUR,2009,72225648.0,450.74905,M,Math
Asia,TUR,2012,75277440.0,451.93375,M,Math
Asia,TUR,2015,79646176.0,423.3777,M,Math
Asia,TUR,2018,82809304.0,455.95795,M,Math
Asia,TUR,2022,85341248.0,456.03345,M,Math
Europe,GBR,2006,60803700.0,503.87305,M,Math
Europe,GBR,2009,62243384.0,502.84604,M,Math
Europe,GBR,2012,63808728.0,500.29492,M,Math
Europe,GBR,2015,65224368.0,498.20053,M,Math
Europe,GBR,2018,66432996.0,508.0341,M,Math
Europe,GBR,2022,67508936.0,496.04343,M,Math
North America,USA,2006,299753088.0,478.60635,M,Math
North America,USA,2009,308512032.0,497.26498,M,Math
North America,USA,2012,316651328.0,483.647,M,Math
North America,USA,2015,324607776.0,473.88574,M,Math
North America,USA,2018,332140032.0,482.4577,M,Math
North America,USA,2022,338289856.0,471.40854,M,Math
South America,URY,2006,3322282.0,433.41382,M,Math
South America,URY,2009,3344161.0,433.23932,M,Math
South America,URY,2012,3371134.0,415.35324,M,Math
South America,URY,2015,3402820.0,425.13794,M,Math
South America,URY,2018,3427044.0,422.00607,M,Math
South America,URY,2022,3422796.0,414.08438,M,Math
